Node;Mitigation;Prices;Average Mitigation;Average Emission;GHG Level
0;0.69033867000000004;128.51644128923522;0.0;0.0;400.0
1;0.86901052000000001;178.53051724299524;0.69033867000000004;102.17179439999998;390.82964969111902
2;0.67112552000000003;95.702330464720546;0.69033867000000004;256.52209439999996;390.82964969111902
3;1.06174977;183.96003391881962;0.81561433494252866;-37.66735970000002;384.11407963797024
4;0.97328999000000005;149.12846134028993;0.81561433494252866;16.293106099999967;384.11407963797024
5;0.98026424999999995;151.72006733591289;0.67686738091954024;12.038807500000031;410.96102468305935
6;0.55130197999999997;37.835977703777701;0.67686738091954024;273.70579220000002;410.96102468305935
7;1.1578243699999999;123.86568065242241;0.94780626423554448;-149.34131011249994;368.08348610872849
8;1.1470986000000001;121.11496284162828;0.94780626423554448;-139.19205025000008;368.08348610872849
9;1.1776122899999999;129.03567922512778;0.90029718054629315;-168.0656294124999;382.29387140354225
10;1.0498452599999999;97.803978205569265;0.90029718054629315;-47.1660772749999;382.29387140354225
11;1.21856301;140.13041009546609;0.83981270188009938;-206.81524821249999;398.1746636554692
12;0.96739167999999998;80.285969626244608;0.83981270188009938;30.855622800000024;398.1746636554692
13;0.78033909999999995;47.803639119855085;0.60942998574671881;207.85412662500005;480.14232678359298
14;0.40705306000000002;9.941893620263448;0.60942998574671881;561.07604197500007;480.14232678359298
15;0.99897782999999996;19.139584586035451;1.0718843148178256;0.52002898750002269;308.48036504390484
16;0.99742034000000002;19.067659446503932;1.0718843148178256;1.3124020249999917;308.48036504390484
17;1.0126409700000001;19.777361360863281;1.0655475629089854;-6.4310934875000436;312.80474388992525
18;1.0105139700000001;19.677270852342129;1.0655475629089854;-5.3489822375000484;312.80474388992525
19;1.0168371700000001;19.975695129783013;1.0641340938104225;-8.5659102375000362;312.25760777654472
20;1.0147632;19.877523909975011;1.0641340938104225;-7.5107779999999895;312.25760777654472
21;1.1618237300000001;27.554189847582521;0.98864972567281173;-82.327822637500034;362.9901824921767
22;1.13290088;25.928018612491403;0.98864972567281173;-67.613322700000012;362.9901824921767
23;1.0201229999999999;20.131809795769254;1.0635772183626071;-10.237576249999947;311.58423563796623
24;1.0218236599999999;20.212890298531011;1.0635772183626071;-11.102787024999957;311.58423563796623
25;1.28713016;35.279567579394126;0.91518596954565246;-146.07746890000004;409.85390460515811
26;1.33503218;38.531489306843966;0.91518596954565246;-170.44762157500003;409.85390460515811
27;1.57391551;57.321876039662946;0.71040256449702421;-291.97951571250002;541.5596333500788
28;1.0996330700000001;24.12876888119396;0.71040256449702421;-50.688324362500055;541.5596333500788
29;0.78621563000000005;10.738566200174347;0.48986632080418063;108.76279823749998;700.26329625792937
30;0.58371202;5.234094397677171;0.48986632080418063;211.78650982500005;700.26329625792937
31;1.0006737000000001;4.2396798072067847;1.0448079946053472;0.0;315.49264867666648
32;1.0044570399999999;4.278462001639876;1.0448079946053472;-1.1337595499999777;315.49264867666648
33;1.0119528099999999;4.3559110210668184;1.0442295673492108;-3.0404960437499815;316.06612687581321
34;1.0457215099999999;4.7149620170482054;1.0442295673492108;-11.63040910624998;316.06612687581321
35;0.99637719999999996;4.1958878770999233;1.045898887560909;0.92154975000000949;314.25926559861443
36;0.99363009999999996;4.1680276003464769;1.045898887560909;1.6203433125000102;314.25926559861443
37;1.01214498;4.3579072939874832;1.0451089532603342;-3.0893792874999937;315.04591354945245
38;1.0721262600000001;5.0073820503886877;1.0451089532603342;-18.347117387500028;315.04591354945245
39;0.99500166000000001;4.1819239708981408;1.0465687612154395;1.2714527374999975;313.90506262436423
40;0.98708549000000001;4.1020915214398457;1.0465687612154395;3.2851284812499975;313.90506262436423
41;0.99819420999999997;4.2143752010523015;1.0457985214216625;0.4593478312500075;314.67754457209833
42;1.0999969199999999;5.3272724190806588;1.0457985214216625;-25.436716524999984;314.67754457209833
43;0.97000198999999998;3.9328704008989086;1.0529638234565197;7.630743793750006;301.36361594664839
44;0.92702554000000004;3.5254906012117599;1.0529638234565197;18.562878262499993;301.36361594664839
45;1.01677141;4.4061286799417365;1.0422223324901907;-4.2662274187500113;313.00499569104164
46;1.1893616199999999;6.4322035527232417;1.0422223324901907;-48.168862087499974;313.00499569104164
47;0.99819643999999996;4.2143979196238774;1.0474390060498222;0.45878057500000957;314.52361758705405
48;0.99816848999999996;4.2141131785851744;1.0474390060498222;0.4658903562500093;314.52361758705405
49;1.26935332;7.5261335290513935;1.0480706043890866;-68.516750775000006;313.88567066099722
50;0.85649587999999999;2.9126841135177153;1.0480706043890866;36.503860525000007;313.88567066099722
51;0.97444609999999998;3.9764901835135196;1.0533201839036408;6.5002733125000054;294.52106052729499
52;0.96990772999999997;3.9319482713247451;1.0533201839036408;7.6547211812500091;294.52106052729499
53;0.24921963999999999;0.1481086060690387;1.0711102396934027;190.97975407500005;274.46076906564861
54;0.73818256000000004;2.03472861670756;1.0711102396934027;66.599811299999999;274.46076906564861
55;1.0651226199999999;4.9288153072532639;1.031097672462816;-16.56556646249998;294.26087828188304
56;1.89854024;19.881735139417756;1.031097672462816;-228.56617355;294.26087828188304
57;1.41898561;9.8480486115503165;0.85495664401131499;-106.57946454375002;492.98685595473836
58;1.56183604;12.4127957079971;0.85495664401131499;-142.91704267500003;492.98685595473836
59;1.4196223699999999;9.8587156279424057;0.59992578685281517;-106.74144036875001;744.87403688201914
60;0.69262425000000005;1.7448103295982955;0.59992578685281517;78.188706406250006;744.87403688201914
61;1.4678787;10.686873471355677;0.52471913545213977;-119.01664431250002;829.77787926280132
