Year;Node;SDF;DeltaConsumption;Cost;CertainEquivalence;Consumption;Utility
2015;0;1.0;-0.2897787626504944;0.06434056162654396;0.75134885234773718;0.93561696142912254;9.7682172029980983
2030;1;1.0972567316034951;0.0024802214749319873;0.088999483026362985;0.73517678344484871;1.1375179345622353;11.88113273529879
2030;2;0.37857709013893104;0.001192027065055612;0.053094427597827683;0.73340631712895077;1.1830385987400336;12.148607794991591
2060;3;0.90988363274035544;0.038648979365385472;0.10895057419587587;0.70345128238661037;1.7168905417332712;17.679987501201946
2060;4;0.26999557717968908;0.021829748051271913;0.071543741288702264;0.70136745059968864;1.8011769400261211;18.170757071769845
2060;5;0.28967451425055607;0.018168517272298956;0.074693398839262737;0.70194917647733279;1.7927205817334699;18.037267907023683
2060;6;0.11610553855674516;0.010638430960119294;0.045546381498252658;0.70037380735023291;1.8569586356291854;18.414533440413368
2100;7;0.61102372087765666;0.18789079549708099;0.076645342768573696;0.663562624310997;3.1279913497187608;29.969841377897708
2100;8;0.14837225375265195;0.11862997749969573;0.069645754495278794;0.66113954290049881;3.2214173801922183;30.969571588683909
2100;9;0.16966518145443732;0.10516994018847647;0.079106606673940788;0.66187868396711291;3.1747363256897354;30.655264293111358
2100;10;0.063052441272385046;0.063054491724168216;0.057488343894677232;0.66024618100318733;3.293644952936682;31.358734101958316
2100;11;0.18800311716648757;0.085320316477055513;0.085454376993628317;0.66246478619998639;3.133032592802468;30.406939675253241
2100;12;0.064058642015056969;0.051729694386981606;0.064462814153754502;0.66069647657565511;3.2573389020538426;31.162001469885201
2100;13;0.076184305420139167;0.045791153951268981;0.058534450000035827;0.66145480286639202;3.2713888593943725;30.856283903737001
2100;14;0.023956264621182801;0.028221383809245992;0.029059144408286219;0.65948635566988945;3.4081117171495032;31.709360117187529
2200;15;0.11129415821089782;0.745702497064471;0.010498963503560593;0.57890479319328692;14.263063990221315;103.29707730349782
2200;16;0.02464594027825787;0.30252046365859542;0.0095275622998388359;0.57635772647499162;14.863885023682373;107.48413582426871
2200;17;0.023252924288499146;0.6257184049445641;0.010876996081898875;0.57667408195740599;14.817808517683797;106.9606679757601
2200;18;0.0094546185294944306;0.25768203047000782;0.010000825011980418;0.57517456406385736;15.199451641170873;109.5034203620382
2200;19;0.027268289282824702;0.70406828682667566;0.011201892062168876;0.5770175227705987;14.673614227434458;106.37456183145473
2200;20;0.009907380039748271;0.32495601390358786;0.010312888889150593;0.57536435175182454;15.116097547450892;109.17025043956141
2200;21;0.010014216707747913;0.6367773926953646;0.015356037468979343;0.57636759056840281;14.862600529964022;107.46780542303441
2200;22;0.0041847965883702607;0.33600427166504687;0.013890394388990977;0.5749055036666002;15.236689799018745;109.95954111273383
2200;23;0.030627324415095507;0.7624262266928028;0.011259271701122847;0.57725324323364058;14.561050549972311;105.97109915417926
2200;24;0.01029703487306639;0.37149100080355879;0.010364064071377587;0.57549809256101792;15.046566116461715;108.9336696764321
2200;25;0.010251092956626231;0.70438090525968278;0.014854481498182978;0.57647952418432369;14.788517782774163;107.26939997518912
2200;26;0.0040710365696390314;0.3868569357978302;0.013616455975241148;0.5749612457462201;15.193989688402528;109.85708344324144
2200;27;0.013628085984452708;0.45672675211623215;0.019021859406355771;0.57761653202072871;14.407944384500105;105.35679389862543
2200;28;0.0039745578246702723;0.28995970820027139;0.017336835741318109;0.57560655322041232;14.947094863651712;108.73251234663155
2200;29;0.0041707986597609237;0.21320273616360907;0.02877347786144073;0.57689966313432928;14.635396880631639;106.55569250949827
2200;30;0.0014957328577911147;0.10588500821722135;0.0086207572578141708;0.57524688906339316;15.342134045924876;109.41487600462176
2300;31;0.021437629684184865;2.6598971888475376;0.0017881535657668544;0.5200679241188515;63.396939912724946;275.34399143759026
2300;32;0.004074329105194386;0.91666333828328561;0.0016712695600829509;0.51742024758812022;65.856598434973705;288.22111055164874
2300;33;0.0039987670766158563;1.7511964100847877;0.0018650833015546814;0.51750844785656769;66.072309531800357;287.81962282329681
2300;34;0.0016476978598819866;0.5049911328029566;0.0017880070329095732;0.51618105896116273;67.64758778760951;294.55369895054133
2300;35;0.0038922474432777298;2.1874954864799179;0.0018357282369403209;0.5177976537189406;65.549007696146134;286.35164022273256
2300;36;0.0014611010935065196;0.70068292939566845;0.0017518796255514687;0.51634671278489963;67.322691879321937;293.68781073254206
2300;37;0.0014227747944405822;1.3241712382338733;0.0019276519808714627;0.5164156401382114;67.445872761363574;293.36110800673265
2300;38;0.00075080358139132807;0.17939679118939011;0.0017686834704645626;0.5154407544773737;68.553353348812891;298.38647123998942
2300;39;0.004628562338850597;2.2025805158406797;0.0018226284171903686;0.5180139952197711;65.16640281984732;285.25969533122026
2300;40;0.0016198832036575881;0.69625015220964315;0.0017342212292546526;0.51647031498694429;67.089170871449795;293.04456232151165
2300;41;0.0015118456296914144;1.3698786902949678;0.0019077922039735045;0.51654146317645222;67.221428197667493;292.70887040762722
2300;42;0.00075938282786988036;0.19255993303346486;0.001779343733395585;0.51550097492063085;68.435983599488054;298.06714987652384
2300;43;0.0016762362815003901;1.7895106266564653;0.0018167407796876097;0.51730286668999481;65.646240922077112;288.76609190246762
2300;44;0.00063233925762587234;0.21738758450879914;0.001747368151860604;0.51589192334836809;67.497723082456886;295.98013180171819
2300;45;0.00061882044742455472;1.1646309854540959;0.0019722257604563929;0.51598631442441911;67.655458345384048;295.52749253117281
2300;46;0.00034236682027987986;-0.070223356485143995;0.0014906963561824456;0.51510763955810535;68.767474317425325;300.10402376710499
