0.036149925912786471
0.074519559060092014;0.015509231539359156
0.10340189866134514;0.076349214218338873;0.032992421218522056;0.011261026855185763
0.092295511703705355;0.080797739881196928;0.080338424155737748;0.063141540565779614;0.047970572786686663;0.041711694042345433;0.032976285148503613;0.0020545765792327102
0.020189033522050068;0.018339172127417425;0.01746033882017832;0.018236920287428404;0.020743437854346632;0.015609221046061113;0.021278470671383727;0.022059827647096013;0.04573008853229503;0.042527278938082821;0.042718696485771104;0.042121553888048148;0.049666602808452635;0.043587639057369891;0.0089039257815715818;0.007380288620293796
0.0031693167923240316;0.0063090763140630666;0.0049716915533341644;0.0023916286377442691;0.0046845592707818687;0.0061278894966800774;0.0028402332572865733;0.0030364929862169363;0.0049499382309779807;0.0038744237913109526;0.0082589688531179012;0.0028352858839202754;0.0089659990977036877;0.0052175127542232269;0.0052394992908290777;0.0034425168312988436;0.0043551077903927326;0.0054275503332257523;0.0042979072248747379;0.0052641967977127575;0.0080690443393887385;0.0082581136446352767;0.0059041471628483548;0.0066736209385073846;0.0053717462333583675;0.010339310753004934;0.011080316802878062;0.0081405464631545948;0.011969589905052929;0.0083513631886913079;0.0074739698810420896;0.0039687091767743737
