0.96385007408721357
1.2028493600511794;1.2044668534374392
1.7665368421034362;1.7891687927175208;1.909033404680784;1.91655886758362
2.9487687456966523;3.0443719487236347;3.1618554652613935;3.18828714508851;3.3253214404934006;3.3489749363446317;3.4435596473924313;3.4705682873229127
13.096085617780004;13.564627851039999;13.770379676428073;13.909374400837624;13.810566336227327;13.910073896122293;13.99614341768927;14.089347928873405;13.700290120566653;13.843382170432552;14.043569136430113;14.178387655781128;14.347630926759454;14.5115469614628;15.115689922235216;15.43055733326063
64.495345713776189;65.654389498142663;66.164203815961173;66.480963077553952;66.287572014589131;66.512182789205866;66.694108949694879;66.859658472131798;66.517669745587796;66.665805357805851;66.921750866182336;67.052408287005079;66.270926748362072;66.424452715811341;66.576117895589647;66.709815916203794;63.265712360906114;63.489276357441739;63.711765829221378;63.950450923918858;63.60770008455497;63.868322732152087;64.122826134638359;64.368471338944289;62.353555487730517;62.724887612869843;63.300562825526427;63.75326159315523;65.092415686664211;65.939079301289141;67.074832562078655;69.064957738654385
