Year;Discount Prices;Net Expected Damages;Expected Damages;Risk Premium;Expected SDF;Cross SDF & Damages;Discounted Expected Damages;Cov Term;Scaled Net Expected Damages;Scaled Risk Premiums
2015;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020;0.89819367990471233;0.0020350528786421958;-0.19698967597002737;8.9229639851701845e-08;0.89819367990471233;-0.1769348656127844;-0.96561856028443893;1.6349971349027825e-08;0.076508240955997744;3.3546070757364316e-06
2025;0.80675190027178401;0.0038943429842807813;-0.21177656148380075;3.4515059506576743e-07;0.80675190027178401;-0.17085108016649525;-0.93241667947261719;6.3243585313177419e-08;0.1464086434969924;1.2976009208673055e-05
2030;0.73425002807342832;0.0045749274953535684;0.0011416897439553431;3.6168978679878088e-05;0.73425002807342832;0.00084491314055900181;0.0045749274953535684;6.6274140086459857e-06;0.1719953613216508;0.0013597803600163812
2035;0.66044520008617313;0.010130006640802998;0.0028104819324858976;9.7154403120556899e-05;0.66044520008617313;0.0018739713656577579;0.010130006640802998;1.7802063418534669e-05;0.38083973006024241;0.0036525402174527972
2040;0.59405941058169309;0.01531406775852919;0.0047235502542375407;0.00015856703568916419;0.59405941058169309;0.0028351244720911666;0.01531406775852919;2.9054992205806377e-05;0.57573559801933194;0.0059613610543030361
2045;0.53434684228955609;0.020145547680081678;0.0069081806715942662;0.00022014863380541617;0.53434684228955609;0.0037317034091862334;0.020145547680081678;4.0338881354092145e-05;0.75737610175839698;0.0082765341864514119
2050;0.48063665684451345;0.024642069860916209;0.0093943805811569359;0.00028166343335690193;0.48063665684451345;0.0045668942063359017;0.024642069860916209;5.1610530683614785e-05;0.92642379879161141;0.010589196012509277
2055;0.4323254565933432;0.028820478024776702;0.012215133757287333;0.00034289673536875626;0.4323254565933432;0.0053437438788479568;0.028820478024776702;6.2830599879950232e-05;1.0835119324554607;0.012891274879364131
2060;0.394333946139584;0.032608020404382605;0.015151935926122073;0.00055464108705550184;0.394333946139584;0.0060765522100466041;0.032608020404382605;0.00010162952464475451;1.2259053847589134;0.020851848312094762
